,Unnamed: 0,A1_ensembl,A2_ensembl,sequence_identity,min_seq_id,max_seq_id,singh_wgd,makino_wgd,WGD,same_chr,closest,family_size,cds_length_ratio,A1,A1_entrez,A2,A2_entrez,gene_pair,sorted_gene_pair,sex_chr,famsize2,n_A2_lost
51,687,ENSG00000114126,ENSG00000198176,0.58296,0.58296,0.634146,True,True,True,False,True,3.0,0.9194630872483222,TFDP2,7029,TFDP1,7027,TFDP2_TFDP1,TFDP1_TFDP2,False,False,116
52,689,ENSG00000198176,ENSG00000114126,0.634146,0.58296,0.634146,True,True,True,False,False,3.0,0.9194630872483222,TFDP1,7027,TFDP2,7029,TFDP1_TFDP2,TFDP1_TFDP2,False,False,43
53,860,ENSG00000084636,ENSG00000134871,0.320449,0.300234,0.320449,False,False,False,False,False,10.0,0.936952714535902,COL16A1,1307,COL4A2,1284,COL16A1_COL4A2,COL16A1_COL4A2,False,False,117
54,863,ENSG00000169031,ENSG00000134871,0.451497,0.4404209999999999,0.451497,False,True,True,False,False,10.0,0.9754816112084064,COL4A3,1285,COL4A2,1284,COL4A3_COL4A2,COL4A2_COL4A3,False,False,117
55,887,ENSG00000084636,ENSG00000169031,0.32793,0.3149699999999999,0.32793,False,False,False,False,False,10.0,0.9605026929982048,COL16A1,1307,COL4A3,1285,COL16A1_COL4A3,COL16A1_COL4A3,False,False,66
56,888,ENSG00000134871,ENSG00000169031,0.4404209999999999,0.4404209999999999,0.451497,False,True,True,False,False,10.0,0.9754816112084064,COL4A2,1284,COL4A3,1285,COL4A2_COL4A3,COL4A2_COL4A3,False,False,66
57,889,ENSG00000187498,ENSG00000169031,0.5254639999999999,0.52515,0.5254639999999999,True,True,True,False,False,10.0,0.9994015559545184,COL4A1,1282,COL4A3,1285,COL4A1_COL4A3,COL4A1_COL4A3,False,False,66
58,905,ENSG00000084636,ENSG00000187498,0.3298,0.316956,0.3298,False,False,False,False,False,10.0,0.9610778443113772,COL16A1,1307,COL4A1,1282,COL16A1_COL4A1,COL16A1_COL4A1,False,False,118
59,908,ENSG00000169031,ENSG00000187498,0.52515,0.52515,0.5254639999999999,True,True,True,False,False,10.0,0.9994015559545184,COL4A3,1285,COL4A1,1282,COL4A3_COL4A1,COL4A1_COL4A3,False,False,118
60,914,ENSG00000134871,ENSG00000084636,0.300234,0.300234,0.320449,False,False,False,False,False,10.0,0.936952714535902,COL4A2,1284,COL16A1,1307,COL4A2_COL16A1,COL16A1_COL4A2,False,False,100
61,915,ENSG00000187498,ENSG00000084636,0.316956,0.316956,0.3298,False,False,False,False,False,10.0,0.9610778443113772,COL4A1,1282,COL16A1,1307,COL4A1_COL16A1,COL16A1_COL4A1,False,False,100
62,917,ENSG00000169031,ENSG00000084636,0.3149699999999999,0.3149699999999999,0.32793,False,False,False,False,False,10.0,0.9605026929982048,COL4A3,1285,COL16A1,1307,COL4A3_COL16A1,COL16A1_COL4A3,False,False,100
63,1046,ENSG00000171603,ENSG00000139182,0.493374,0.493374,0.5062760000000001,True,True,True,False,False,3.0,0.9867617107942972,CLSTN1,22883,CLSTN3,9746,CLSTN1_CLSTN3,CLSTN1_CLSTN3,False,False,48
64,1048,ENSG00000139182,ENSG00000171603,0.5062760000000001,0.493374,0.5062760000000001,True,True,True,False,True,3.0,0.9867617107942972,CLSTN3,9746,CLSTN1,22883,CLSTN3_CLSTN1,CLSTN1_CLSTN3,False,False,124
65,1244,ENSG00000184347,ENSG00000145147,0.664052,0.664052,0.664487,True,True,True,False,True,11.0,0.9922229423201556,SLIT3,6586,SLIT2,9353,SLIT3_SLIT2,SLIT2_SLIT3,False,False,109
66,1259,ENSG00000145147,ENSG00000184347,0.664487,0.664052,0.664487,True,True,True,False,True,11.0,0.9922229423201556,SLIT2,9353,SLIT3,6586,SLIT2_SLIT3,SLIT2_SLIT3,False,False,82
67,1940,ENSG00000135269,ENSG00000071282,0.415677,0.415677,0.479452,True,True,True,False,True,6.0,0.8672985781990521,TES,26136,LMCD1,29995,TES_LMCD1,LMCD1_TES,False,False,198
68,1969,ENSG00000071282,ENSG00000135269,0.479452,0.415677,0.479452,True,True,True,False,True,6.0,0.8672985781990521,LMCD1,29995,TES,26136,LMCD1_TES,LMCD1_TES,False,False,36
69,1970,ENSG00000169067,ENSG00000184009,0.909574,0.909574,0.912,True,False,True,False,False,13.0,0.9973474801061007,ACTBL2,345651,ACTG1,71,ACTBL2_ACTG1,ACTBL2_ACTG1,False,False,49
70,1971,ENSG00000075624,ENSG00000184009,0.989333,0.989333,0.989333,False,True,True,False,True,13.0,1.0,ACTB,60,ACTG1,71,ACTB_ACTG1,ACTB_ACTG1,False,False,49
71,1973,ENSG00000143632,ENSG00000184009,0.931034,0.931034,0.936,False,False,False,False,False,13.0,0.9947089947089948,ACTA1,58,ACTG1,71,ACTA1_ACTG1,ACTA1_ACTG1,False,False,49
72,1975,ENSG00000138107,ENSG00000184009,0.531915,0.531915,0.5333330000000001,False,False,False,False,False,13.0,0.9973474801061007,ACTR1A,10121,ACTG1,71,ACTR1A_ACTG1,ACTG1_ACTR1A,False,False,49
73,1978,ENSG00000115073,ENSG00000184009,0.539894,0.539894,0.541333,False,False,False,False,False,13.0,0.9973474801061007,ACTR1B,10120,ACTG1,71,ACTR1B_ACTG1,ACTG1_ACTR1B,False,False,49
74,1982,ENSG00000169067,ENSG00000075624,0.912234,0.912234,0.914667,True,False,True,False,True,13.0,0.9973474801061007,ACTBL2,345651,ACTB,60,ACTBL2_ACTB,ACTB_ACTBL2,False,False,30
75,1984,ENSG00000143632,ENSG00000075624,0.928382,0.928382,0.933333,False,False,False,False,False,13.0,0.9947089947089948,ACTA1,58,ACTB,60,ACTA1_ACTB,ACTA1_ACTB,False,False,30
76,1986,ENSG00000138107,ENSG00000075624,0.529255,0.529255,0.530667,False,False,False,False,False,13.0,0.9973474801061007,ACTR1A,10121,ACTB,60,ACTR1A_ACTB,ACTB_ACTR1A,False,False,30
77,1989,ENSG00000115073,ENSG00000075624,0.537234,0.537234,0.538667,False,False,False,False,False,13.0,0.9973474801061007,ACTR1B,10120,ACTB,60,ACTR1B_ACTB,ACTB_ACTR1B,False,False,30
78,1993,ENSG00000184009,ENSG00000075624,0.989333,0.989333,0.989333,False,True,True,False,True,13.0,1.0,ACTG1,71,ACTB,60,ACTG1_ACTB,ACTB_ACTG1,False,False,30
84,2078,ENSG00000169067,ENSG00000138107,0.505319,0.505319,0.505319,False,False,False,False,False,13.0,1.0,ACTBL2,345651,ACTR1A,10121,ACTBL2_ACTR1A,ACTBL2_ACTR1A,False,False,164
85,2079,ENSG00000075624,ENSG00000138107,0.530667,0.529255,0.530667,False,False,False,False,False,13.0,0.9973474801061007,ACTB,60,ACTR1A,10121,ACTB_ACTR1A,ACTB_ACTR1A,False,False,164
86,2081,ENSG00000143632,ENSG00000138107,0.5225460000000001,0.5225460000000001,0.523936,False,False,False,False,False,13.0,0.9973544973544972,ACTA1,58,ACTR1A,10121,ACTA1_ACTR1A,ACTA1_ACTR1A,False,False,164
87,2085,ENSG00000115073,ENSG00000138107,0.904255,0.904255,0.904255,True,True,True,False,True,13.0,1.0,ACTR1B,10120,ACTR1A,10121,ACTR1B_ACTR1A,ACTR1A_ACTR1B,False,False,164
88,2089,ENSG00000184009,ENSG00000138107,0.5333330000000001,0.531915,0.5333330000000001,False,False,False,False,False,13.0,0.9973474801061007,ACTG1,71,ACTR1A,10121,ACTG1_ACTR1A,ACTG1_ACTR1A,False,False,164
94,2114,ENSG00000075624,ENSG00000169067,0.914667,0.912234,0.914667,True,False,True,False,False,13.0,0.9973474801061007,ACTB,60,ACTBL2,345651,ACTB_ACTBL2,ACTB_ACTBL2,False,False,96
95,2116,ENSG00000143632,ENSG00000169067,0.8753319999999999,0.8753319999999999,0.8776600000000001,False,False,False,False,False,13.0,0.9973544973544972,ACTA1,58,ACTBL2,345651,ACTA1_ACTBL2,ACTA1_ACTBL2,False,False,96
96,2118,ENSG00000138107,ENSG00000169067,0.505319,0.505319,0.505319,False,False,False,False,False,13.0,1.0,ACTR1A,10121,ACTBL2,345651,ACTR1A_ACTBL2,ACTBL2_ACTR1A,False,False,96
97,2121,ENSG00000115073,ENSG00000169067,0.518617,0.518617,0.518617,False,False,False,False,False,13.0,1.0,ACTR1B,10120,ACTBL2,345651,ACTR1B_ACTBL2,ACTBL2_ACTR1B,False,False,96
98,2125,ENSG00000184009,ENSG00000169067,0.912,0.909574,0.912,True,False,True,False,False,13.0,0.9973474801061007,ACTG1,71,ACTBL2,345651,ACTG1_ACTBL2,ACTBL2_ACTG1,False,False,96
99,2134,ENSG00000080618,ENSG00000163751,0.390071,0.390071,0.395683,True,True,True,False,False,9.0,0.9858490566037736,CPB2,1361,CPA3,1359,CPB2_CPA3,CPA3_CPB2,False,False,25
100,2143,ENSG00000163751,ENSG00000080618,0.395683,0.390071,0.395683,True,True,True,False,False,9.0,0.9858490566037736,CPA3,1359,CPB2,1361,CPA3_CPB2,CPA3_CPB2,False,False,155
101,2232,ENSG00000162733,ENSG00000204580,0.554386,0.5157780000000001,0.554386,True,True,True,False,True,9.0,0.9304347826086956,DDR2,4921,DDR1,780,DDR2_DDR1,DDR1_DDR2,False,False,53
103,2258,ENSG00000185483,ENSG00000169071,0.5795089999999999,0.5758220000000001,0.5795089999999999,True,True,True,False,True,6.0,0.9936440677966102,ROR1,4919,ROR2,4920,ROR1_ROR2,ROR1_ROR2,False,False,95
104,2297,ENSG00000169071,ENSG00000185483,0.5758220000000001,0.5758220000000001,0.5795089999999999,True,True,True,False,True,6.0,0.9936440677966102,ROR2,4920,ROR1,4919,ROR2_ROR1,ROR1_ROR2,False,False,63
105,2321,ENSG00000140443,ENSG00000171105,0.572787,0.56657,0.572787,False,True,True,False,True,10.0,0.9891540130151844,IGF1R,3480,INSR,3643,IGF1R_INSR,IGF1R_INSR,False,False,90
106,2351,ENSG00000171105,ENSG00000140443,0.56657,0.56657,0.572787,False,True,True,False,True,10.0,0.9891540130151844,INSR,3643,IGF1R,3480,INSR_IGF1R,IGF1R_INSR,False,False,84
107,2453,ENSG00000137692,ENSG00000109184,0.696203,0.491071,0.696203,True,True,True,False,True,4.0,0.7062314540059347,DCUN1D5,84259,DCUN1D4,23142,DCUN1D5_DCUN1D4,DCUN1D4_DCUN1D5,False,False,82
108,2455,ENSG00000188215,ENSG00000109184,0.259868,0.235119,0.259868,False,False,False,False,False,4.0,0.9050445103857568,DCUN1D3,123879,DCUN1D4,23142,DCUN1D3_DCUN1D4,DCUN1D3_DCUN1D4,False,False,82
109,2456,ENSG00000137692,ENSG00000188215,0.2869199999999999,0.223684,0.2869199999999999,False,False,False,False,False,4.0,0.780327868852459,DCUN1D5,84259,DCUN1D3,123879,DCUN1D5_DCUN1D3,DCUN1D3_DCUN1D5,False,False,40
110,2458,ENSG00000109184,ENSG00000188215,0.235119,0.235119,0.259868,False,False,False,False,False,4.0,0.9050445103857568,DCUN1D4,23142,DCUN1D3,123879,DCUN1D4_DCUN1D3,DCUN1D3_DCUN1D4,False,False,40
111,2463,ENSG00000188215,ENSG00000137692,0.223684,0.223684,0.2869199999999999,False,False,False,False,False,4.0,0.780327868852459,DCUN1D3,123879,DCUN1D5,84259,DCUN1D3_DCUN1D5,DCUN1D3_DCUN1D5,False,False,107
112,2464,ENSG00000109184,ENSG00000137692,0.491071,0.491071,0.696203,True,True,True,False,True,4.0,0.7062314540059347,DCUN1D4,23142,DCUN1D5,84259,DCUN1D4_DCUN1D5,DCUN1D4_DCUN1D5,False,False,107
113,2465,ENSG00000100105,ENSG00000103495,0.224163,0.224163,0.312373,False,False,False,False,True,3.0,0.7180232558139535,PATZ1,23598,MAZ,4150,PATZ1_MAZ,MAZ_PATZ1,False,False,29
114,2466,ENSG00000136451,ENSG00000103495,0.284069,0.284069,0.300203,False,False,False,False,True,3.0,0.946360153256705,VEZF1,7716,MAZ,4150,VEZF1_MAZ,MAZ_VEZF1,False,False,29
115,2468,ENSG00000103495,ENSG00000136451,0.300203,0.284069,0.300203,False,False,False,False,False,3.0,0.946360153256705,MAZ,4150,VEZF1,7716,MAZ_VEZF1,MAZ_VEZF1,False,False,50
116,2470,ENSG00000103495,ENSG00000100105,0.312373,0.224163,0.312373,False,False,False,False,True,3.0,0.7180232558139535,MAZ,4150,PATZ1,23598,MAZ_PATZ1,MAZ_PATZ1,False,False,120
117,2573,ENSG00000136457,ENSG00000171236,0.203343,0.203343,0.210375,False,False,False,False,False,16.0,0.9666666666666668,CHAD,1101,LRG1,116844,CHAD_LRG1,CHAD_LRG1,False,False,84
118,2600,ENSG00000099769,ENSG00000178772,0.222395,0.222395,0.262385,False,False,False,False,False,14.0,0.8478260869565217,IGFALS,3483,CPN2,1370,IGFALS_CPN2,CPN2_IGFALS,False,False,26
119,2615,ENSG00000099769,ENSG00000172061,0.214619,0.214619,0.235094,False,False,False,False,False,14.0,0.9130434782608696,IGFALS,3483,LRRC15,131578,IGFALS_LRRC15,IGFALS_LRRC15,False,False,26
120,2630,ENSG00000099769,ENSG00000178732,0.219285,0.219285,0.251786,False,False,False,False,False,14.0,0.8711180124223602,IGFALS,3483,GP5,2814,IGFALS_GP5,GP5_IGFALS,False,False,28
121,2636,ENSG00000172061,ENSG00000099769,0.235094,0.214619,0.235094,False,False,False,False,False,14.0,0.9130434782608696,LRRC15,131578,IGFALS,3483,LRRC15_IGFALS,IGFALS_LRRC15,False,False,32
122,2637,ENSG00000178732,ENSG00000099769,0.251786,0.219285,0.251786,False,False,False,False,False,14.0,0.8711180124223602,GP5,2814,IGFALS,3483,GP5_IGFALS,GP5_IGFALS,False,False,32
123,2643,ENSG00000178772,ENSG00000099769,0.262385,0.222395,0.262385,False,False,False,False,False,14.0,0.8478260869565217,CPN2,1370,IGFALS,3483,CPN2_IGFALS,CPN2_IGFALS,False,False,32
124,2712,ENSG00000171236,ENSG00000136457,0.210375,0.203343,0.210375,False,False,False,False,False,16.0,0.9666666666666668,LRG1,116844,CHAD,1101,LRG1_CHAD,CHAD_LRG1,False,False,39
125,2723,ENSG00000204852,ENSG00000119977,0.2195949999999999,0.214168,0.2195949999999999,False,False,False,False,True,2.0,0.9472843450479234,TCTN1,79600,TCTN3,26123,TCTN1_TCTN3,TCTN1_TCTN3,False,True,156
126,2966,ENSG00000160445,ENSG00000162378,0.266319,0.266319,0.274194,False,False,False,False,True,3.0,0.971316818774446,ZER1,10444,ZYG11B,79699,ZER1_ZYG11B,ZER1_ZYG11B,False,False,86
127,2968,ENSG00000162378,ENSG00000160445,0.274194,0.266319,0.274194,False,False,False,False,False,3.0,0.971316818774446,ZYG11B,79699,ZER1,10444,ZYG11B_ZER1,ZER1_ZYG11B,False,False,101
128,2971,ENSG00000100387,ENSG00000114125,0.462963,0.442478,0.462963,False,False,False,False,True,2.0,0.956140350877193,RBX1,9978,RNF7,9616,RBX1_RNF7,RBX1_RNF7,False,True,39
129,3007,ENSG00000129911,ENSG00000169926,0.4246029999999999,0.3715279999999999,0.4246029999999999,True,True,True,False,False,15.0,0.8754325259515571,KLF16,83855,KLF13,51621,KLF16_KLF13,KLF13_KLF16,False,False,123
130,3062,ENSG00000169926,ENSG00000129911,0.3715279999999999,0.3715279999999999,0.4246029999999999,True,True,True,False,False,15.0,0.8754325259515571,KLF13,51621,KLF16,83855,KLF13_KLF16,KLF13_KLF16,False,False,91
134,3127,ENSG00000185591,ENSG00000172845,0.359236,0.359236,0.3610759999999999,False,True,True,False,False,15.0,0.9949109414758268,SP1,6667,SP3,6670,SP1_SP3,SP1_SP3,False,False,22
135,3130,ENSG00000167182,ENSG00000172845,0.316476,0.248399,0.316476,False,True,True,False,False,15.0,0.7851662404092071,SP2,6668,SP3,6670,SP2_SP3,SP2_SP3,False,False,22
136,3136,ENSG00000105866,ENSG00000172845,0.352041,0.352041,0.353393,False,True,True,False,False,15.0,0.9961783439490446,SP4,6671,SP3,6670,SP4_SP3,SP3_SP4,False,False,22
137,3143,ENSG00000167182,ENSG00000185591,0.32137,0.250955,0.32137,False,True,True,False,False,15.0,0.7811704834605598,SP2,6668,SP1,6667,SP2_SP1,SP1_SP2,False,False,45
138,3144,ENSG00000172845,ENSG00000185591,0.3610759999999999,0.359236,0.3610759999999999,False,True,True,False,True,15.0,0.9949109414758268,SP3,6670,SP1,6667,SP3_SP1,SP1_SP3,False,False,45
139,3150,ENSG00000105866,ENSG00000185591,0.387755,0.387261,0.387755,False,True,True,False,True,14.0,0.9987277353689568,SP4,6671,SP1,6667,SP4_SP1,SP1_SP4,False,False,45
140,3155,ENSG00000185591,ENSG00000167182,0.250955,0.250955,0.32137,False,True,True,False,False,15.0,0.7811704834605598,SP1,6667,SP2,6668,SP1_SP2,SP1_SP2,False,False,52
141,3158,ENSG00000172845,ENSG00000167182,0.248399,0.248399,0.316476,False,True,True,False,False,15.0,0.7851662404092071,SP3,6670,SP2,6668,SP3_SP2,SP2_SP3,False,False,52
142,3164,ENSG00000105866,ENSG00000167182,0.27551,0.27551,0.352365,False,True,True,False,False,15.0,0.7821656050955414,SP4,6671,SP2,6668,SP4_SP2,SP2_SP4,False,False,52
143,3335,ENSG00000177697,ENSG00000099282,0.2371539999999999,0.204082,0.2371539999999999,False,False,False,False,False,12.0,0.8610169491525423,CD151,977,TSPAN15,23555,CD151_TSPAN15,CD151_TSPAN15,False,False,144
